Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,Cache_Size,Cache_Type
Legacy,Desktop,End of Interactive Support,2008,45.0,555.0,4,8.0,2930,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2008,45.0,305.0,4,8.0,2660,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2008,45.0,990.0,4,8.0,3200,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,203.0,4,4.0,2660,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,305.0,4,8.0,2930,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,305.0,4,8.0,3060,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,305.0,4,8.0,3200,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,281.0,4,8.0,2800,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2009,45.0,1059.0,4,8.0,3330,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Embedded,Launched,2009,45.0,403.0,2,4.0,2000,64-bit,38.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Embedded,Launched,2009,45.0,504.0,4,8.0,2130,64-bit,60.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Mobile,End of Interactive Support,2009,45.0,380.0,4,8.0,1600,64-bit,45.0,8.0,2.0,21.0,6.0,SmartCache
Legacy,Mobile,End of Interactive Support,2009,45.0,380.0,4,8.0,1730,64-bit,45.0,8.0,2.0,21.0,8.0,SmartCache
Legacy,Mobile,End of Interactive Support,2009,45.0,380.0,4,8.0,2000,64-bit,55.0,8.0,2.0,21.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,380.0,2,2.0,1860,64-bit,80.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,Launched,2009,45.0,221.0,4,4.0,2000,64-bit,80.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,Launched,2009,45.0,221.0,4,4.0,2130,64-bit,80.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,Launched,2009,45.0,221.0,4,8.0,2260,64-bit,80.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,221.0,4,8.0,2400,64-bit,80.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,940.0,4,8.0,2530,64-bit,80.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,940.0,4,4.0,2130,64-bit,60.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,End of Life,2009,45.0,305.0,4,8.0,1860,64-bit,45.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,305.0,4,8.0,2260,64-bit,60.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,305.0,4,8.0,2660,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,213.5,4,4.0,2400,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,213.5,4,8.0,2400,64-bit,60.0,144.0,3.0,25.6,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,230.0,4,8.0,2530,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,594.0,4,8.0,2930,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,594.0,4,8.0,3200,64-bit,130.0,144.0,3.0,32.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,249.0,4,8.0,2660,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,249.0,4,8.0,3330,64-bit,130.0,144.0,3.0,32.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,305.0,4,8.0,3060,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,333.5,4,8.0,2800,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,305.0,4,8.0,3200,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,305.0,4,8.0,2660,64-bit,95.0,144.0,3.0,32.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,339.0,4,8.0,2930,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,1059.0,4,8.0,3200,64-bit,130.0,24.0,3.0,32.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,1059.0,4,8.0,2800,64-bit,95.0,144.0,3.0,32.0,8.0,SmartCache
Legacy,Server,End of Life,2009,45.0,1059.0,4,8.0,3330,64-bit,130.0,24.0,3.0,32.0,8.0,SmartCache
Legacy,Server,Launched,2009,45.0,1059.0,4,8.0,2930,64-bit,95.0,144.0,3.0,32.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,86.5,2,2.0,2800,64-bit,73.0,16.38,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,43.0,1,2.0,1660,64-bit,10.0,4.0,1.0,6.4,0.5,L2
Legacy,Desktop,End of Interactive Support,2010,45.0,63.0,2,4.0,1660,64-bit,13.0,4.0,1.0,6.4,1.0,L2
Legacy,Desktop,End of Interactive Support,2010,45.0,63.0,2,4.0,1800,64-bit,13.0,4.0,1.0,6.4,1.0,L2
Legacy,Desktop,End of Interactive Support,2010,45.0,42.0,1,2.0,1800,64-bit,10.0,4.0,1.0,6.4,0.5,L2
Legacy,Desktop,End of Interactive Support,2010,32.0,117.0,2,4.0,2930,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,113.0,2,4.0,3060,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,117.0,2,4.0,3200,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,177.0,2,4.0,3200,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,177.0,2,4.0,3200,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,185.0,2,4.0,3330,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,177.0,2,4.0,3330,64-bit,87.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,305.0,2,4.0,3460,64-bit,73.0,16.6,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,279.0,4,4.0,2400,64-bit,82.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,213.0,4,4.0,2800,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,362.0,4,8.0,2530,64-bit,82.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,362.0,4,8.0,2660,64-bit,82.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,353.0,4,8.0,2930,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,353.0,4,8.0,3060,64-bit,95.0,16.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,45.0,305.0,4,8.0,2800,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,594.0,6,12.0,3200,64-bit,130.0,24.0,3.0,25.6,12.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,117.0,2,4.0,3330,64-bit,73.0,16.38,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,305.0,2,4.0,3600,64-bit,73.0,16.6,2.0,21.0,4.0,SmartCache
Legacy,Desktop,End of Interactive Support,2010,32.0,1059.0,6,12.0,3330,64-bit,130.0,24.0,3.0,25.6,12.0,SmartCache
Legacy,Embedded,Launched,2010,45.0,19.0,1,2.0,600,32-bit,3.3,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,22.0,1,2.0,600,32-bit,3.3,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,29.0,1,2.0,1000,32-bit,3.6,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,37.0,1,2.0,1000,32-bit,3.6,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,End of Life,2010,45.0,37.0,1,2.0,1000,32-bit,7.0,2.93,1.0,5.85,0.5,L2
Legacy,Embedded,End of Life,2010,45.0,37.0,1,2.0,1000,32-bit,7.0,2.93,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,54.0,1,2.0,1300,32-bit,3.6,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,64.0,1,2.0,1300,32-bit,3.6,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,End of Life,2010,45.0,64.0,1,2.0,1300,32-bit,7.0,2.93,1.0,5.85,0.5,L2
Legacy,Embedded,End of Life,2010,45.0,64.0,1,2.0,1300,32-bit,7.0,2.93,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,74.0,1,2.0,1600,32-bit,4.5,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,45.0,85.0,1,2.0,1600,32-bit,4.5,2.0,1.0,5.85,0.5,L2
Legacy,Embedded,Launched,2010,32.0,210.0,2,4.0,2400,64-bit,35.0,8.79,2.0,17.1,3.0,SmartCache
Legacy,Embedded,Launched,2010,32.0,247.0,2,4.0,2000,64-bit,25.0,8.79,2.0,17.1,4.0,SmartCache
Legacy,Embedded,Launched,2010,32.0,248.0,2,4.0,1060,64-bit,18.0,8.79,2.0,12.8,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,2.0,2130,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,2.0,2000,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,2.0,1200,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,2.0,1860,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,248.0,1,2.0,1200,32-bit,1.3,1.0,1.0,1.6,0.5,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,248.0,1,2.0,1600,32-bit,2.2,2.0,1.0,3.2,0.5,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,248.0,1,2.0,1900,32-bit,2.2,2.0,1.0,3.2,0.5,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,64.0,1,2.0,1660,64-bit,5.5,2.0,1.0,5.85,0.5,L2
Legacy,Mobile,End of Interactive Support,2010,45.0,64.0,1,2.0,1660,64-bit,6.5,2.0,1.0,5.85,0.5,L2
Legacy,Mobile,End of Interactive Support,2010,45.0,64.0,2,4.0,1500,64-bit,8.5,2.0,1.0,5.85,1.0,L2
Legacy,Mobile,End of Interactive Support,2010,45.0,64.0,1,2.0,1830,64-bit,6.5,2.0,1.0,5.85,0.5,L2
Legacy,Mobile,End of Interactive Support,2010,45.0,64.0,1,2.0,1830,64-bit,6.5,2.0,1.0,5.85,0.5,L2
Legacy,Mobile,End of Interactive Support,2010,32.0,138.0,2,4.0,2130,64-bit,35.0,8.79,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2130,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,1200,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2260,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2400,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2530,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,1330,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2260,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,1200,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2400,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,2530,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,177.0,2,4.0,1330,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,218.5,2,4.0,2400,64-bit,35.0,8.3,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,218.5,2,4.0,1070,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,2530,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,1200,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,2660,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,1330,64-bit,18.0,8.0,2.0,12.8,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,2660,64-bit,35.0,8.0,2.0,17.1,3.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,269.0,2,4.0,2000,64-bit,25.0,8.0,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,2660,64-bit,35.0,8.0,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,1060,64-bit,18.0,8.0,2.0,12.8,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,2130,64-bit,25.0,8.0,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,2800,64-bit,35.0,8.0,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,1200,64-bit,18.0,8.0,2.0,12.8,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,250.0,2,4.0,2260,64-bit,25.0,8.0,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,4.0,1330,64-bit,18.0,8.79,2.0,12.8,4.0,Normal
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,4.0,1330,64-bit,18.0,8.0,2.0,12.8,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,248.0,2,4.0,1460,64-bit,18.0,8.0,2.0,12.8,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,380.0,4,8.0,1730,64-bit,45.0,8.0,2.0,21.0,6.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,570.0,4,8.0,1860,64-bit,45.0,8.0,2.0,21.0,8.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,232.0,2,4.0,2530,64-bit,35.0,8.79,2.0,17.1,4.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,45.0,232.0,4,8.0,2130,64-bit,55.0,8.0,2.0,21.0,8.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,232.0,2,2.0,2000,64-bit,35.0,8.0,2.0,17.1,2.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,105.0,2,2.0,1060,64-bit,18.0,8.0,2.0,17.1,2.0,Normal
Legacy,Mobile,End of Interactive Support,2010,32.0,68.0,2,2.0,1860,64-bit,35.0,8.0,2.0,17.1,2.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,68.0,2,2.0,1060,64-bit,18.0,8.0,2.0,12.8,2.0,SmartCache
Legacy,Mobile,End of Interactive Support,2010,32.0,68.0,2,2.0,1860,64-bit,35.0,8.0,2.0,17.1,2.0,SmartCache
Legacy,Server,Launched,2010,32.0,380.0,4,8.0,2400,64-bit,80.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,552.5,4,8.0,2530,64-bit,80.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,775.5,4,8.0,2660,64-bit,80.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,Launched,2010,32.0,539.5,6,12.0,2400,64-bit,80.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,440.0,4,4.0,1860,64-bit,40.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,552.5,4,8.0,2130,64-bit,40.0,288.0,3.0,25.6,12.0,SmartCache
Legacy,Server,Launched,2010,45.0,552.5,2,2.0,2000,64-bit,80.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,End of Life,2010,32.0,997.5,6,12.0,2260,64-bit,60.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,Launched,2010,45.0,997.5,4,4.0,2260,64-bit,80.0,144.0,3.0,19.2,4.0,SmartCache
Legacy,Server,End of Life,2010,32.0,997.5,6,12.0,2660,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,1220.5,6,12.0,2800,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,1440.0,4,8.0,3060,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,1441.5,6,12.0,2930,64-bit,95.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,201.0,2,4.0,2260,64-bit,30.0,16.38,2.0,17.0,4.0,SmartCache
Legacy,Server,End of Life,2010,32.0,594.0,6,12.0,3200,64-bit,130.0,24.0,3.0,25.6,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,1663.0,4,8.0,3460,64-bit,130.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,45.0,305.0,4,8.0,2800,64-bit,130.0,24.0,3.0,25.6,8.0,SmartCache
Legacy,Server,End of Life,2010,32.0,594.0,6,12.0,3330,64-bit,130.0,24.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,32.0,1664.5,6,12.0,3330,64-bit,130.0,288.0,3.0,32.0,12.0,SmartCache
Legacy,Server,End of Life,2010,45.0,623.0,4,8.0,3060,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Atom,Desktop,End of Interactive Support,2011,32.0,42.0,2,2.0,1860,64-bit,10.0,4.0,1.0,6.4,1.0,L2
Atom,Desktop,End of Interactive Support,2011,32.0,42.0,2,4.0,2130,64-bit,10.0,4.0,1.0,6.4,1.0,L2
Atom,Mobile,Launched,2011,32.0,42.0,2,4.0,1600,64-bit,3.5,2.44,1.0,5.85,1.0,L2
Atom,Mobile,Launched,2011,32.0,47.0,2,4.0,1860,64-bit,6.5,4.88,1.0,5.85,1.0,L2
Core,Desktop,End of Life,2011,32.0,594.0,6,12.0,3200,64-bit,130.0,64.23,4.0,51.2,12.0,SmartCache
Core,Desktop,End of Life,2011,32.0,1059.0,6,12.0,3300,64-bit,130.0,64.0,4.0,51.2,15.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,64.0,2,2.0,2600,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,73.5,2,2.0,2200,64-bit,35.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,75.0,2,2.0,2800,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,75.0,2,2.0,2600,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,Launched,2011,32.0,71.0,2,2.0,2900,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,64.0,2,2.0,2700,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,75.0,2,2.0,3000,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,72.0,2,2.0,2300,64-bit,35.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,72.0,2,2.0,2700,64-bit,65.0,32.0,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Interactive Support,2011,32.0,72.0,2,2.0,2930,64-bit,73.0,16.38,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Interactive Support,2011,32.0,72.0,2,2.0,2800,64-bit,73.0,16.38,2.0,17.0,3.0,SmartCache
Legacy,Desktop,End of Interactive Support,2011,32.0,594.0,6,12.0,3330,64-bit,130.0,24.0,3.0,32.0,12.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,120.0,2,4.0,3100,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,132.0,2,4.0,2500,64-bit,35.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,134.0,2,4.0,3100,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,134.0,2,4.0,3100,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,Launched,2011,32.0,115.0,2,4.0,3300,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,121.0,2,4.0,2600,64-bit,35.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,139.0,2,4.0,3300,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,117.0,2,4.0,3400,64-bit,65.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,187.0,4,4.0,2800,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,187.0,4,4.0,2900,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,177.0,4,4.0,3000,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,177.0,2,4.0,2700,64-bit,35.0,32.0,2.0,21.0,3.0,SmartCache
Legacy,Desktop,Launched,2011,32.0,174.0,4,4.0,3100,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,2500,64-bit,65.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,2500,64-bit,65.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,3300,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,3300,64-bit,95.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,2700,64-bit,65.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,174.0,4,4.0,2300,64-bit,45.0,32.0,2.0,21.0,6.0,SmartCache
Legacy,Desktop,Launched,2011,32.0,261.0,4,8.0,3400,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,261.0,4,8.0,3400,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,261.0,4,8.0,2800,64-bit,65.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,261.0,4,8.0,3500,64-bit,95.0,32.0,2.0,21.0,8.0,SmartCache
Legacy,Desktop,End of Interactive Support,2011,32.0,1059.0,6,12.0,3460,64-bit,130.0,24.0,3.0,25.6,12.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,42.0,2,2.0,2400,64-bit,65.0,32.0,2.0,17.0,2.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,42.0,2,2.0,2000,64-bit,35.0,32.0,2.0,17.0,2.0,SmartCache
Legacy,Desktop,Launched,2011,32.0,41.0,2,2.0,2500,64-bit,65.0,32.0,2.0,17.0,2.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,41.0,1,1.0,1600,64-bit,35.0,32.0,2.0,17.0,1.0,SmartCache
Legacy,Desktop,End of Life,2011,32.0,37.0,1,2.0,1800,64-bit,35.0,32.0,2.0,17.0,1.5,SmartCache
Legacy,Embedded,Launched,2011,32.0,187.0,2,4.0,2100,64-bit,35.0,16.6,2.0,21.3,3.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,209.0,2,4.0,1300,64-bit,17.0,16.6,2.0,21.3,3.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,250.0,2,4.0,2500,64-bit,35.0,16.6,2.0,21.3,3.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,280.0,2,4.0,1500,64-bit,17.0,16.6,2.0,25.6,4.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,306.0,2,4.0,2200,64-bit,25.0,16.6,2.0,25.6,4.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,295.0,4,8.0,2100,64-bit,45.0,16.6,2.0,25.6,6.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,98.0,1,1.0,1000,64-bit,10.0,4.88,1.0,5.85,1.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,89.0,1,1.0,1400,64-bit,17.0,16.6,2.0,21.3,1.5,SmartCache
Legacy,Embedded,Launched,2011,32.0,72.0,2,2.0,1600,64-bit,35.0,16.6,2.0,21.3,2.0,SmartCache
Legacy,Embedded,Launched,2011,32.0,111.0,2,2.0,1100,64-bit,17.0,16.6,2.0,21.3,2.0,SmartCache
Legacy,Mobile,Launched,2011,32.0,111.0,2,2.0,2000,64-bit,35.0,16.0,2.0,21.3,2.0,L3
