Product_Collection,Vertical_Segment,Status,Launch_Date,Lithography,Recommended_Customer_Price,nb_of_Cores,nb_of_Threads,Processor_Base_Frequency,Instruction_Set,TDP,Max_Memory_Size,Max_nb_of_Memory_Channels,Max_Memory_Bandwidth,Cache_Size,Cache_Type
Core,Desktop,End of Life,2014,22.0,213.0,4,4.0,2500,64-bit,45.0,32.0,2.0,25.6,6.0,SmartCache
Core,Desktop,End of Life,2014,22.0,218.5,4,4.0,3200,64-bit,65.0,32.0,2.0,25.6,6.0,SmartCache
Core,Desktop,End of Life,2014,22.0,242.5,4,4.0,3500,64-bit,88.0,32.0,2.0,25.6,6.0,SmartCache
Core,Desktop,End of Life,2014,22.0,218.5,4,4.0,3500,64-bit,84.0,32.0,2.0,25.6,6.0,SmartCache
Core,Desktop,End of Life,2014,22.0,117.0,2,4.0,3500,64-bit,54.0,32.0,2.0,25.6,3.0,SmartCache
Core,Desktop,End of Life,2014,22.0,117.0,2,4.0,3000,64-bit,35.0,32.0,2.0,25.6,3.0,SmartCache
Core,Desktop,End of Life,2014,22.0,117.0,2,4.0,3600,64-bit,54.0,32.0,2.0,25.6,3.0,SmartCache
Core,Desktop,End of Life,2014,22.0,117.0,2,4.0,3100,64-bit,35.0,32.0,2.0,25.6,3.0,SmartCache
Core,Desktop,End of Life,2014,22.0,142.5,2,4.0,3800,64-bit,54.0,32.0,2.0,25.6,4.0,SmartCache
Core,Desktop,End of Life,2014,22.0,138.0,2,4.0,3200,64-bit,35.0,32.0,2.0,25.6,4.0,SmartCache
Core,Desktop,Launched,2014,22.0,142.5,2,4.0,3700,64-bit,54.0,32.0,2.0,25.6,4.0,SmartCache
Core,Desktop,Launched,2014,22.0,138.0,2,4.0,3100,64-bit,35.0,32.0,2.0,25.6,4.0,SmartCache
Core,Desktop,End of Life,2014,22.0,142.5,2,4.0,3600,64-bit,54.0,32.0,2.0,25.6,4.0,SmartCache
Core,Embedded,Launched,2014,22.0,459.0,4,8.0,2000,64-bit,27.0,32.0,2.0,25.6,8.0,SmartCache
Core,Embedded,Launched,2014,22.0,459.0,4,8.0,2700,64-bit,43.0,32.0,2.0,25.6,8.0,SmartCache
Core,Embedded,Launched,2014,22.0,324.0,2,4.0,2500,64-bit,27.0,32.0,2.0,25.6,4.0,SmartCache
Core,Embedded,Launched,2014,22.0,266.0,2,4.0,2900,64-bit,37.0,16.0,2.0,25.6,3.0,SmartCache
Core,Embedded,Launched,2014,22.0,266.0,2,4.0,1800,64-bit,25.0,16.0,2.0,25.6,3.0,SmartCache
Core,Embedded,Launched,2014,22.0,225.0,2,4.0,1800,64-bit,25.0,32.0,2.0,25.6,3.0,SmartCache
Core,Embedded,Launched,2014,22.0,225.0,2,4.0,2600,64-bit,37.0,32.0,2.0,25.6,3.0,SmartCache
Core,Embedded,Launched,2014,22.0,138.0,2,4.0,2600,64-bit,35.0,32.0,2.0,25.6,4.0,SmartCache
Core,Mobile,Launched,2014,22.0,138.0,4,8.0,3100,64-bit,57.0,32.0,2.0,25.6,8.0,SmartCache
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,1600,64-bit,11.5,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,426.0,2,4.0,3000,64-bit,28.0,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,426.0,2,4.0,800,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,426.0,2,4.0,800,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,281.0,2,4.0,800,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,281.0,2,4.0,900,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,281.0,2,4.0,1100,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,281.0,2,4.0,1100,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,14.0,281.0,2,4.0,1200,64-bit,4.5,16.0,2.0,25.6,4.0,Normal
Core,Mobile,Launched,2014,22.0,393.0,2,4.0,2000,64-bit,15.0,16.0,2.0,25.6,4.0,SmartCache
Core,Mobile,Launched,2014,22.0,393.0,2,4.0,3000,64-bit,37.0,32.0,2.0,25.6,4.0,SmartCache
Core,Mobile,Launched,2014,22.0,434.0,4,8.0,2200,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2014,22.0,434.0,4,8.0,2100,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,378.0,4,8.0,2300,64-bit,37.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,378.0,4,8.0,2300,64-bit,37.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,378.0,4,8.0,2500,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,378.0,4,8.0,2500,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,434.0,4,8.0,2500,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2014,22.0,434.0,4,8.0,2400,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,378.0,4,8.0,2800,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Mobile,Launched,2014,22.0,623.0,4,8.0,2800,64-bit,47.0,32.0,2.0,25.6,6.0,Normal
Core,Mobile,Launched,2014,22.0,569.0,4,8.0,2900,64-bit,47.0,32.0,2.0,25.6,8.0,SmartCache
Core,Mobile,Launched,2014,22.0,315.0,2,4.0,2600,64-bit,28.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2014,22.0,315.0,2,4.0,1400,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,1600,64-bit,11.5,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,1700,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,225.0,2,4.0,2600,64-bit,37.0,32.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,225.0,2,4.0,2900,64-bit,47.0,32.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,225.0,2,4.0,1500,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,266.0,2,4.0,2900,64-bit,37.0,32.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,2000,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,2700,64-bit,37.0,32.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,315.0,2,4.0,2800,64-bit,28.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,1900,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,275.0,2,4.0,1900,64-bit,15.0,16.0,2.0,25.6,3.0,SmartCache
Core,Mobile,Launched,2014,22.0,281.0,2,4.0,2000,64-bit,15.0,16.0,2.0,25.6,3.0,Normal
Core,Mobile,Launched,2014,22.0,225.0,2,4.0,2600,64-bit,37.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,59.0,2,2.0,3100,64-bit,53.0,32.0,2.0,21.3,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,64.0,2,2.0,2700,64-bit,35.0,32.0,2.0,21.3,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,57.0,2,2.0,3200,64-bit,53.0,32.0,2.0,21.3,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,72.0,2,2.0,3200,64-bit,53.0,32.0,2.0,21.3,3.0,Normal
Pentium,Desktop,End of Life,2014,22.0,64.0,2,2.0,2800,64-bit,35.0,32.0,2.0,21.3,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,78.5,2,2.0,3300,64-bit,53.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,75.0,2,2.0,2800,64-bit,35.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,78.5,2,2.0,3400,64-bit,53.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,75.0,2,2.0,2900,64-bit,35.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Desktop,End of Life,2014,22.0,78.5,2,2.0,3500,64-bit,53.0,32.0,2.0,25.6,3.0,SmartCache
Pentium,Embedded,Launched,2014,22.0,156.0,2,2.0,1400,64-bit,40.0,384.0,2.0,38.4,6.0,SmartCache
Pentium,Mobile,Launched,2014,22.0,161.0,4,4.0,2160,64-bit,7.5,8.0,2.0,25.6,2.0,Normal
Pentium,Mobile,Launched,2014,22.0,161.0,4,4.0,2160,64-bit,7.5,8.0,2.0,21.32,2.0,L2
Pentium,Mobile,Launched,2014,22.0,134.0,2,2.0,2400,64-bit,37.0,32.0,2.0,25.6,2.0,Normal
Quark,Embedded,Launched,2014,32.0,12.85,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,13.39,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,10.7,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,11.23,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,12.31,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,10.16,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Quark,Embedded,Launched,2014,32.0,11.77,1,1.0,400,32-bit,2.2,2.0,1.0,1.6,0.015625,Normal
Xeon,Embedded,Launched,2014,22.0,441.0,6,12.0,2000,64-bit,52.0,768.0,4.0,59.0,15.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,779.0,8,16.0,2300,64-bit,75.0,768.0,4.0,59.0,20.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,1364.0,10,20.0,2000,64-bit,75.0,768.0,4.0,59.0,25.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,1544.0,12,24.0,1800,64-bit,75.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,1832.0,12,24.0,2200,64-bit,105.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,1424.0,10,20.0,1800,64-bit,70.0,384.0,3.0,38.4,25.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,2405.0,10,20.0,1900,64-bit,70.0,768.0,4.0,59.7,25.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,1013.0,8,16.0,1800,64-bit,60.0,384.0,3.0,38.4,20.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,607.0,6,12.0,2000,64-bit,50.0,384.0,3.0,32.0,15.0,SmartCache
Xeon,Embedded,Launched,2014,22.0,494.0,6,12.0,2200,64-bit,60.0,384.0,3.0,38.4,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,215.0,6,6.0,1600,64-bit,85.0,768.0,4.0,51.0,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,306.0,6,6.0,1900,64-bit,85.0,768.0,4.0,51.0,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,419.5,6,12.0,2400,64-bit,85.0,768.0,4.0,59.0,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,444.0,4,8.0,3000,64-bit,105.0,768.0,4.0,59.0,10.0,SmartCache
Xeon,Server,Launched,2014,22.0,669.0,8,16.0,2400,64-bit,85.0,768.0,4.0,59.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,612.0,8,16.0,1800,64-bit,55.0,768.0,4.0,59.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,996.0,4,8.0,3500,64-bit,135.0,768.0,4.0,68.0,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,941.5,8,16.0,2600,64-bit,90.0,768.0,4.0,59.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,1552.0,6,12.0,3400,64-bit,135.0,768.0,4.0,68.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,1168.5,10,20.0,2300,64-bit,105.0,768.0,4.0,68.0,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,1329.0,12,24.0,1800,64-bit,65.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Server,Launched,2014,22.0,1447.0,10,20.0,2600,64-bit,105.0,768.0,4.0,68.0,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,2057.0,8,16.0,3200,64-bit,135.0,768.0,4.0,68.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,1591.0,12,24.0,2300,64-bit,120.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Server,Launched,2014,22.0,1747.0,12,24.0,2500,64-bit,120.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Server,Launched,2014,22.0,1846.0,14,28.0,2000,64-bit,120.0,768.0,4.0,68.0,35.0,SmartCache
Xeon,Server,Launched,2014,22.0,2143.0,10,20.0,3100,64-bit,160.0,768.0,4.0,68.0,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,2092.0,12,24.0,2600,64-bit,135.0,768.0,4.0,68.0,30.0,SmartCache
Xeon,Server,Launched,2014,22.0,1723.0,8,16.0,3200,64-bit,140.0,768.0,4.0,68.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,2426.0,14,28.0,2300,64-bit,120.0,768.0,4.0,68.0,35.0,SmartCache
Xeon,Server,Launched,2014,22.0,1080.0,8,16.0,3000,64-bit,140.0,768.0,4.0,68.0,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,584.5,6,12.0,3500,64-bit,140.0,768.0,4.0,68.0,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,2704.0,14,28.0,2600,64-bit,145.0,768.0,4.0,68.0,35.0,SmartCache
Xeon,Server,Launched,2014,22.0,372.0,4,8.0,3700,64-bit,140.0,768.0,4.0,68.0,10.0,SmartCache
Xeon,Server,Announced,2014,22.0,372.0,16,32.0,2300,64-bit,135.0,768.0,4.0,68.0,40.0,SmartCache
Xeon,Server,Launched,2014,22.0,295.5,4,8.0,3500,64-bit,140.0,768.0,4.0,68.0,10.0,SmartCache
Xeon,Server,Announced,2014,22.0,295.5,18,36.0,2300,64-bit,145.0,768.0,4.0,68.0,45.0,SmartCache
Xeon,Server,Launched,2014,22.0,1440.0,10,20.0,2400,64-bit,95.0,384.0,3.0,38.4,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,1219.0,10,20.0,1700,64-bit,60.0,384.0,3.0,38.4,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,1107.0,8,16.0,2500,64-bit,95.0,384.0,3.0,38.4,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,4394.0,12,24.0,2400,64-bit,115.0,768.0,4.0,59.7,30.0,SmartCache
Xeon,Server,Launched,2014,22.0,3616.0,10,20.0,2400,64-bit,95.0,768.0,4.0,59.7,25.0,SmartCache
Xeon,Server,Launched,2014,22.0,832.0,8,16.0,1900,64-bit,95.0,384.0,3.0,38.4,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,612.0,6,12.0,2400,64-bit,60.0,384.0,3.0,38.4,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,2725.0,10,20.0,2200,64-bit,95.0,768.0,4.0,59.7,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,551.0,6,12.0,2500,64-bit,80.0,384.0,3.0,38.4,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,2108.0,8,8.0,3300,64-bit,130.0,768.0,4.0,59.7,16.0,SmartCache
Xeon,Server,Launched,2014,22.0,406.0,6,12.0,2200,64-bit,80.0,384.0,3.0,38.4,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,1611.0,8,16.0,2600,64-bit,95.0,768.0,4.0,51.2,20.0,SmartCache
Xeon,Server,Launched,2014,22.0,1219.0,8,16.0,2300,64-bit,95.0,768.0,4.0,51.2,16.0,SmartCache
Xeon,Server,Launched,2014,22.0,885.0,6,12.0,2600,64-bit,95.0,768.0,4.0,42.6,15.0,SmartCache
Xeon,Server,Launched,2014,22.0,250.0,4,4.0,2400,64-bit,80.0,384.0,3.0,32.0,10.0,SmartCache
Xeon,Server,Launched,2014,22.0,192.0,4,4.0,1800,64-bit,80.0,384.0,3.0,32.0,10.0,SmartCache
Xeon,Server,Launched,2014,22.0,551.0,4,8.0,2200,64-bit,95.0,768.0,4.0,42.6,10.0,SmartCache
Xeon,Server,Launched,2014,22.0,218.5,4,4.0,3300,64-bit,84.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,245.0,4,8.0,3400,64-bit,80.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,278.0,4,8.0,2000,64-bit,25.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,267.5,4,8.0,3500,64-bit,80.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,281.5,4,8.0,3500,64-bit,84.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,333.5,4,8.0,3600,64-bit,80.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,328.0,4,8.0,2700,64-bit,45.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,344.5,4,8.0,3600,64-bit,84.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,Launched,2014,22.0,612.0,4,8.0,3700,64-bit,82.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,End of Life,2014,22.0,662.0,4,8.0,3700,64-bit,84.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,End of Life,2014,22.0,774.0,4,8.0,3200,64-bit,65.0,32.0,2.0,25.6,8.0,SmartCache
Xeon,Server,End of Life,2014,22.0,774.0,61,122.0,1240,64-bit,270.0,16.0,16.0,352.0,30.5,L2
Xeon,Server,End of Life,2014,22.0,774.0,61,122.0,1240,64-bit,300.0,16.0,16.0,352.0,30.5,L2
Xeon,Server,Launched,2014,22.0,774.0,12,24.0,2300,64-bit,105.0,1576.96,4.0,68.0,24.0,Normal
Xeon,Server,Launched,2014,22.0,4227.0,15,30.0,2300,64-bit,130.0,1576.96,4.0,85.0,30.0,Normal
Xeon,Server,Launched,2014,22.0,5339.0,15,30.0,2500,64-bit,130.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,6451.0,15,30.0,2800,64-bit,155.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,1223.0,6,12.0,1900,64-bit,105.0,1576.96,4.0,68.0,12.0,Normal
Xeon,Server,Launched,2014,22.0,1446.0,8,16.0,2000,64-bit,105.0,1576.96,4.0,68.0,16.0,Normal
Xeon,Server,Launched,2014,22.0,2059.0,10,20.0,2200,64-bit,105.0,1576.96,4.0,68.0,20.0,Normal
Xeon,Server,Launched,2014,22.0,2837.0,12,24.0,2300,64-bit,105.0,1576.96,4.0,68.0,24.0,Normal
Xeon,Server,Launched,2014,22.0,3838.0,12,24.0,2600,64-bit,130.0,1576.96,4.0,85.0,30.0,Normal
Xeon,Server,Launched,2014,22.0,4394.0,15,30.0,2300,64-bit,130.0,1576.96,4.0,85.0,30.0,Normal
Xeon,Server,Launched,2014,22.0,5506.0,15,30.0,2500,64-bit,130.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,6619.0,15,30.0,2800,64-bit,155.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,6841.0,6,12.0,3400,64-bit,155.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,6841.0,10,20.0,3200,64-bit,155.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,6841.0,15,30.0,2800,64-bit,155.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,5729.0,15,30.0,2200,64-bit,105.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,5729.0,15,30.0,2500,64-bit,130.0,1576.96,4.0,85.0,37.5,Normal
Xeon,Server,Launched,2014,22.0,4616.0,15,30.0,2300,64-bit,130.0,1576.96,4.0,85.0,30.0,Normal
Xeon,Server,Launched,2014,22.0,3838.0,12,12.0,3000,64-bit,130.0,1576.96,4.0,85.0,30.0,Normal
Xeon,Server,Launched,2014,22.0,3059.0,12,24.0,2300,64-bit,105.0,1576.96,4.0,68.0,24.0,Normal
Atom,Mobile,Announced,2015,28.0,40.0,2,2.0,1000,64-bit,37.0,1.0,1.0,3.2,0.5,Normal
Atom,Mobile,Launched,2015,28.0,40.0,4,4.0,1000,64-bit,37.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Launched,2015,28.0,40.0,4,4.0,1000,64-bit,37.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Launched,2015,28.0,40.0,4,4.0,1000,64-bit,37.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Announced,2015,28.0,40.0,4,4.0,1200,64-bit,37.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Announced,2015,28.0,40.0,4,4.0,1200,64-bit,37.0,2.0,1.0,4.2,1.0,Normal
Atom,Mobile,Launched,2015,14.0,21.0,4,4.0,1440,64-bit,37.0,2.0,1.0,12.8,2.0,Normal
Atom,Mobile,Launched,2015,14.0,27.0,4,4.0,1440,64-bit,37.0,8.0,2.0,25.6,2.0,Normal
Atom,Mobile,Launched,2015,14.0,37.0,4,4.0,1600,64-bit,37.0,8.0,2.0,25.6,2.0,Normal
Atom,Mobile,Launched,2015,22.0,37.0,4,4.0,1600,64-bit,37.0,4.0,2.0,12.8,2.0,Normal
Celeron,Desktop,Launched,2015,14.0,42.0,2,2.0,2800,64-bit,51.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Desktop,Launched,2015,14.0,42.0,2,2.0,2600,64-bit,35.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Desktop,Launched,2015,14.0,52.0,2,2.0,2900,64-bit,51.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Embedded,Launched,2015,14.0,42.0,2,2.0,2300,64-bit,35.0,64.0,2.0,34.1,2.0,SmartCache
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1500,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Celeron,Mobile,Launched,2015,14.0,107.0,4,4.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1600,64-bit,6.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1040,64-bit,4.0,8.0,2.0,25.6,2.0,L2
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1700,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1700,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1900,64-bit,15.0,16.0,2.0,25.6,2.0,Normal
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,1600,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Celeron,Mobile,Launched,2015,14.0,107.0,2,2.0,2000,64-bit,15.0,32.0,2.0,34.1,2.0,SmartCache
Core,Desktop,Launched,2015,14.0,244.0,4,4.0,2800,64-bit,65.0,32.0,2.0,29.86,4.0,Normal
Core,Desktop,Launched,2015,14.0,276.5,4,4.0,3100,64-bit,65.0,32.0,2.0,25.6,4.0,Normal
Core,Desktop,Launched,2015,14.0,265.0,4,4.0,3100,64-bit,65.0,32.0,2.0,29.86,4.0,Normal
Core,Desktop,End of Life,2015,22.0,117.0,2,4.0,3700,64-bit,54.0,32.0,2.0,25.6,3.0,Normal
Core,Desktop,End of Life,2015,22.0,117.0,2,4.0,3200,64-bit,35.0,32.0,2.0,25.6,3.0,Normal
Core,Desktop,End of Life,2015,22.0,138.0,2,4.0,3300,64-bit,35.0,32.0,2.0,25.6,4.0,Normal
Core,Desktop,Launched,2015,14.0,371.5,4,8.0,3300,64-bit,65.0,32.0,2.0,25.6,6.0,Normal
Core,Desktop,Launched,2015,14.0,348.0,4,8.0,3300,64-bit,65.0,32.0,2.0,29.86,6.0,Normal
Core,Desktop,Launched,2015,14.0,117.0,2,4.0,3600,64-bit,54.0,64.0,2.0,34.1,3.0,Normal
Core,Desktop,Launched,2015,14.0,307.5,4,8.0,3400,64-bit,65.0,64.0,2.0,34.1,8.0,SmartCache
Core,Desktop,Launched,2015,14.0,303.0,4,8.0,2800,64-bit,35.0,64.0,2.0,34.1,8.0,SmartCache
Core,Desktop,Launched,2015,14.0,344.5,4,8.0,4000,64-bit,91.0,64.0,2.0,34.1,8.0,SmartCache
Core,Desktop,Launched,2015,14.0,182.0,4,4.0,2200,64-bit,35.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,184.5,4,4.0,2700,64-bit,65.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,184.5,4,4.0,2800,64-bit,65.0,64.0,2.0,34.1,6.0,Normal
Core,Desktop,Launched,2015,14.0,192.0,4,4.0,2500,64-bit,35.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,197.0,4,4.0,3200,64-bit,65.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,213.0,4,4.0,2700,64-bit,35.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,242.5,4,4.0,3500,64-bit,91.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,218.5,4,4.0,3300,64-bit,65.0,64.0,2.0,34.1,6.0,SmartCache
Core,Desktop,Launched,2015,14.0,117.0,2,4.0,3200,64-bit,35.0,64.0,2.0,34.1,3.0,SmartCache
Core,Desktop,Launched,2015,14.0,117.0,2,4.0,3700,64-bit,51.0,64.0,2.0,34.1,3.0,SmartCache
Core,Desktop,Launched,2015,14.0,153.0,2,4.0,3900,64-bit,51.0,64.0,2.0,34.1,4.0,SmartCache
Core,Desktop,Launched,2015,14.0,142.5,2,4.0,3300,64-bit,35.0,64.0,2.0,34.1,4.0,SmartCache
Core,Desktop,Launched,2015,14.0,142.5,2,4.0,3800,64-bit,51.0,64.0,2.0,34.1,4.0,SmartCache
Core,Embedded,Launched,2015,14.0,378.0,4,8.0,2600,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Embedded,Launched,2015,14.0,435.0,4,8.0,2700,64-bit,47.0,32.0,2.0,25.6,6.0,SmartCache
Core,Embedded,Launched,2015,14.0,303.0,4,8.0,2400,64-bit,35.0,64.0,2.0,34.1,8.0,SmartCache
Core,Embedded,Launched,2015,14.0,378.0,4,8.0,2800,64-bit,45.0,64.0,2.0,34.1,8.0,SmartCache
